id,surname,forename,birthYear,deathYear,note,pageRefs,fullName
"ansorge_p_222","Genß [auch Genss]","Hermann","1856","1940","Dt. Pianist und Schüler von Franz Liszt, Dirigent und Komponist, lehrte in Berlin, Lübeck, Hamburg, Sondershausen (Hofkpm.) und Mainz, war einer der Direktoren des Schwarwenka Konservatoriums in Berlin, bevor er 1899 nach San Francisco ging, wo er 1907 das Irving Institute (California Conservatory of Music) gründete. (Vgl. Hermann Genß. Die Musikalische Lokal-Kritik in Hamburg und ihr Einfluß auf das hiesige Musikleben. Eine antikritische Studie. Hamburg: Selbstverlag 1887, und: http://cdnc.ucr.edu/cgi-bin/cdnc?a=d&d=SFC19070729.2.70, zuletzt besucht am 22.8.2015, und: http://www.gko.uni-leipzig.de/fileadmin/user_upload/musikwissenschaft/pdf_allgemein/arbeitsgemein schaft/Heft15/Heft_15_Koch3Litauen.pdf , zuletzt besucht am 22.8.2015).","105","Hermann Genß [auch Genss]"
"ansorge_p_223","George","Stefan","1868","1933","Ästhetizistischer dt. Lyriker, der über Jahrzehnte einen engen Dichterkreis um sich scharte, Jugendfreund von →Ida Auerbach, Dehmels zweiter Frau. Dichter von Ansorges Fünf Gesängen op. 14 (Berlin: Deneke 1900).","10; 28; 30; 46; ; 132; 242; 244; 273; ; 287; ; 306; 318; 394; 398; 400; 402; 410; 416; 420; ; 425; ; 445; ; 453; 462; 465; 467; 470; 476; 492; 499; 507; 510; 520; 523; 538; 541; 560; 581; 590; 600; 603; 614; 619; ; 627; ; 637; 644; ; 654; 656; ; 674; 676","Stefan George"
"ansorge_p_224","Gerhardt","Elena","1883","1961","Dt. Konzert-Sängerin (Mezzosopran), trat 1906 erstmals in London auf, wohin sie 1922 ganz übersiedelte. Sie war mit der Familie Arthur Nikischs gut befreundet.","146","Elena Gerhardt"
"ansorge_p_225","Gerloff","Gustav","1879","1941","Dt. Militärkapellmeister, der von 1903–1919 in Lyck (heute E k in Masuren) aktiv war.","163","Gustav Gerloff"
"ansorge_p_226","Gernsheim","Friedrich","1839","1916","Dt. Pianist, Komponist und Dirigent. 1865–1874 in Köln als Lehrer am Konservatorium und Kapellmeister.","106","Friedrich Gernsheim"
"ansorge_p_227","Gerster","Etelka","1855","1920","Ung. Sängerin (Sopran), Schülerin Mathilde Marchesis. Nach einer 20-jährigen Karriere als Opernsängerin widmete sie sich ab 1896 nur noch dem Unterrichten. Zu ihren Berliner Schülerinnen zählte auch Lotte Lehmann.","84","Etelka Gerster"
"ansorge_p_228","Geyer-Dierich","Meta","1874","1930","Dt. Sängerin (Sopran), verh. mit dem Tenor Karl Dierich (1852–1928).","","Meta Geyer-Dierich"
"ansorge_p_229","Ginzkey","Franz Karl","1871","1963","Österr. Offizier, Kartograph und Schriftsteller, der um die Jahrhundertwende mit Lyrik und neoromantischen Balladen debütierte. War zunächst Berufsoffizier und wirkte anschließend als Kartograph und Kriegsberichterstatter im I. Weltkrieg. Er wurde zur Zeit des Austrofaschismus Mitglied im Staatsrat und später Nationalsozialist. Sein Lied „Oh Heimat, dich zu lieben“ wurde nach dem Krieg zur Niederösterreichischen Landeshymne, er bekam 1958 den Großen Österreichischen Staatspreis und ruht in einem Ehrengrab am Wiener Zentralfriedhof. Ob er mit der Familie der Firma Ginzkey im böhmischen Maffersdorf bei Reichenberg verwandt war, die auch einen wertvollen Teppich für die Hagenbundausstellung 1905/09 webte, ist nicht bekannt.","428; 508","Franz Karl Ginzkey"
"ansorge_p_230","Gilse","Jan Pieter Hendrik van","1881","1944","Niederländ. Komponist und Dirigent. Widerstandskämpfer.","296","Jan Pieter Hendrik van Gilse"
"ansorge_p_231","Gmür","Rudolf","1857","1921","Dt. Sänger (Bariton), wurde 1895 ans Weimarer Theater engagiert, wo er bis an sein Lebensende tätig war. Verh. mit →Amélie Harloff (http://tls.theaterwissenschaft.ch/wiki/Rudolf_Gmür, zuletzt besucht am 19.08.2015).","98; 101","Rudolf Gmür"
"ansorge_p_232","Godlewski","Carl","1862","1949","Dt. Ballettmeister und Choreograph, der seine Karriere als Zirkusclown begonnen hatte und von Wilhelm Jahn 1893 an die Wiener Hofoper engagiert wurde.","421","Carl Godlewski"
"ansorge_p_233","Godowsky","Leopold","1870","1938","Im Baltikum geborener deutschsprachiger Pianist, der bereits als Wunderkind mit 14 Jahren an die Berliner Akademie aufgenommen wurde, nach mehrjährigen Tourneen durch Amerika und Europa seine Studien bei Saint-Saëns in Paris fortsetzte, sich zunächst in Berlin und ab 1909 als Professor an der Wiener Akademie niederließ, bis er bei Ausbruch des I. Weltkriegs mit seiner Familie ganz in die USA übersiedelte.","450; 580","Leopold Godowsky"
"ansorge_p_234","Göllerich","August","1859","1923","Österr. Pianist, Musikpädagoge und -schriftsteller, der bei Liszt in Wien studierte und sich als Schuldirektor, Chormeister des „Sängerbundes“ und Sekretär Anton Bruckners große Verdienste um das Linzer Musikleben erwarb.","; 74","August Göllerich"
"ansorge_p_235","Goepfart","Hans","1859","1942","Dt. Komponist und Dirigent.","39","Hans Goepfart"
"ansorge_p_236","Goetze","Emil Karl","1856","1901","Dt. Opernsänger (Tenor), seit 1881 am Kölner Stadttheater.","","Emil Karl Goetze"
"ansorge_p_237","Goltz","Alexander Demetrius","1857","1944","Österr. Maler und Bühnenbildner, Schüler von Feuerbach und Puvis de Chavannes, Vorsteher des Ausstattungswesens an Hofburgtheater und Hofoper, Mitglied des Hagenbundes von 1900–1911, porträtierte zahlreiche Größen seiner Zeit, war in zweiter Ehe verh. mit →Mary Mell (1885–1954), der Schwester des Schriftstellers Max Mell.","504; 508; 537","Alexander Demetrius Goltz"
"ansorge_p_238","Gomoll","Wilhelm Conrad","1877","1951","Dt. Dichter und Kriegsberichterstatter im I. Weltkrieg. (Soweit bekannt kam es nicht zu einer Vertonung seiner Texte durch Ansorge.)","","Wilhelm Conrad Gomoll"
"ansorge_p_239","Gould","William Monk","1859","1923","Komponist und Organist.","83","William Monk Gould"
"ansorge_p_240","Graf","Ludwig Ferdinand","1868","1932","Österr. Maler, Mitglied des Hagenbundes 1902–1932.","508","Ludwig Ferdinand Graf"
"ansorge_p_241","Grahl","Heinrich","1860","1923","Dt. Sänger (Tenor), Gesangslehrer.","","Heinrich Grahl"
"ansorge_p_242","Gramman","Karl","","1897","Dt. Komponist. Furtwängler dirigierte sein Werk „Aventiure“ (op. 31, komp. 1879) in der Saison 1913/14 zwei Mal in Lübeck, dem Geburtsort des Komponisten. 112 Gregori, Ferdinand (1870–1928). Dt. Schauspieler und Schauspiellehrer, 1901 bis 1910 am Wiener Burgtheater tätig.","125; 337; 401; 417; 420; ; ; 431; 456; 473; ; 490; 492; 501; ; ; ; 536; ; 575; 648","Karl Gramman"
"ansorge_p_243","Griswold","Putnam","1875","1914","US-amerik. Sänger (Bass-Bariton), war seit 1906 Mitglied der Berliner Hofoper und sang ab 1911 als erster Amerikaner die Wagner-Partien an der Metropolitan Opera.","144","Putnam Griswold"
"ansorge_p_244","Grote","Louis Radcliffe","1886","1960","Bedeutender dt. Internist, Klavierschüler Ansorges in Berlin, Befürworter einer medizinischen Musiktherapie.","683","Louis Radcliffe Grote"
"ansorge_p_245","Grube","Max","1854","1934","Dt. Schauspieler und Regisseur. Schon als Jugendlicher wurde G. vom Stil des damals führenden deutschen Theaters, des Meininger Hoftheaters geprägt. Nach Engagements in Lübeck, Bremen, Leipzig und Dresden kam er ans Kgl. Schauspielhaus Berlin, wo er 1890 zum Oberregisseur ernannt wurde. 1909 kehrte er als Intendant nach Meiningen zurück. Im Oktober 1933 unterzeichnete er das „Gelöbnis treuester Gefolgschaft“ für Adolf Hitler.","145","Max Grube"
"ansorge_p_246","Grümmer","Paul","1879","1965","Österr. Cellist, Schüler Julius Klengels und Verfasser von „Die Grundlage der klassischen und virtuosen Technik auf dem Violoncello“, war 1913–1930 Mitglied des Busch-Quartetts. 162, 439, 669 Grünfeld, Alfred (1852–1924). Österr. Klaviervirtuose, Komponist und Musikpädagoge aus Prag, der in Wien und Berlin zu großer Berühmtheit gelangte und zum k. k. Kammervirtuosen sowie kgl. preuß. Hofpianisten ernannt wurde. Legendär waren seine Paraphrasen von Strauss-Walzern, 1903 gelangte seine Operette „Der Lebemann“ im Theater an der Wien zur Uraufführung.","10; ; 637","Paul Grümmer"
"ansorge_p_247","Grünfeld","Heinrich","1855","1931","Österr. Cellist aus Prag, Schüler Hegenbarths, Bruder des Pianisten →Alfred G. 1876–1884 Lehrer am Kullak’schen Konservatorium in Berlin, 1904 Kgl. Professor.","116","Heinrich Grünfeld"
"ansorge_p_248","Grünfeld","Paul Stephan","1862","1933","Dt. Geiger, Schüler Joachims, ab 1882 Mitglied der Berliner Philharmoniker, kgl. Kammervirtuose.","110","Paul Stephan Grünfeld"
"ansorge_p_249","Günther","Martha","1872","","Dt. Sängerin (Sopran).","113","Martha Günther"
"ansorge_p_250","Günzburg","Maria","","","Dt.? Sängerin (Hochdramatisch), 1904 engagiert am Stadttheater in Essen-Dortmund, die erklärte „Frühlings- und Sommerneigung 1904“ von →W. v. Wymetal.","620; 628","Maria Günzburg"
"ansorge_p_251","Gürtler","Hermann","1887","1950","Österr. Sänger (Tenor) und Gesangspädagoge, studierte in Wien bei Guido Adler Musikwissenschaft und bei Josef Hofmann Klavier.","652","Hermann Gürtler"
"ansorge_p_252","Güttler","Hermann","1887","1963","Dt. Komponist und Musikschriftsteller, lehrte ab 1913 Ästhetik und Musikgeschichte am Königsberger Konservatorium.","18; 228","Hermann Güttler"
"ansorge_p_253","Gutheil","Gustav","1868","1914","Dt. Kapellmeister in Weimar und Straßburg, heiratete 1899 →Marie Gutheil-Schoder und zog mit ihr nach Wien, wo er komponierte und Unterricht gab.","126; 128; 398; 400; 411; 414; ; 433; 447; 461; 476; 480; 491; 493; ; 535; 543; 548; ; ; ; ; ; 582; ; ; 596; 600; 604; 607; ; 619; 674","Gustav Gutheil"
"ansorge_p_254","Gutheil-Schoder","Marie","1874","1935","Dt. Sängerin (Sopran), debütierte 1891 in Weimar und wurde 1900 an die Wiener Hofoper engagiert. Als zentrale Interpretin für die Wiener Musik der Moderne ging sie in die Musikgeschichte ein, sie sang u. a. die Uraufführung von Schönbergs op. 10 und von dessen „Erwartung“.","; 128; 387; ; 415; ; 433; 435; 445; 447; 461; 463; 469; 480; ; 495; 497; ; 502; 508; 510; 513; 520; 533; ; 541; ; ; ; 568; ; 582; 589; ; ; 601; ; ; ; 622; 633; 636; 639; 641; 647; 674","Marie Gutheil-Schoder"
"ansorge_p_255","Guthmann","Johannes","1886","1956","Dt. Kunsthistoriker, Sohn des Berliner Bauunternehmers Robert Guthmann, dem Erbauer der Villa Am Sandwerder 5 (das heutige Literarische Kolloquium). Johannes Guthmann promovierte in Heidelberg in Kunstgeschichte und ließ sich 1910 mit seinem Lebenspartner Joachim Zimmermann in Neu-Kladow nieder, einem Anwesen, das aus dem Besitz der Familie Bismarck stammte. Zu den Freunden Guthmanns zählten zahlreiche Künstler, Schauspieler, Maler, Kunsthistoriker und Politiker der Zeit, darunter auch Margarethe und Conrad Ansorge, die regelmäßig den dortigen Salon besuchten.","38; ; ; ","Johannes Guthmann"
"ansorge_p_256","Gutmann","Albert J.","1852","1915","Österr. Musikalienhändler, Verleger und einer der wichtigsten Wiener Konzertagenten (nicht verwandt mit dem in München tätigen Emil Gutmann), verkaufte seine Agentur 1907 an Hugo Knepler, der den Namen der Agentur beibehielt.","; 389; 398; 402; ; 445; 472; 474; 485; 491; ; ; 502; 507; ; 514; 516; 529; 535; ; 542; ; ; 582; ; 596; 603; 616; 618; ; 631; 633; 636; 643; 649; 651; 653","Albert J. Gutmann"
"ansorge_p_257","Gutmann","Emil","1883","1963","Dt. Konzertagent in München und Berlin, verantwortete die UA von Mahlers VIII. Symphonie.","169","Emil Gutmann"
"ansorge_p_258","Haas","Joseph","1879","1960","Dt. Komponist, schloss sein Studium bei Max Reger in Leipzig 1909 ab und wurde anschließend Kompositionslehrer in Stuttgart, später in München. Zu seinen Schülern zählen Eugen Jochum und Karl Gustav Fellerer ebenso wie Karl Amadeus Hartmann, Cesar Bresgen und Wolfgang Sawallisch. Gemeinsam mit Paul Hindemith und Heinrich Burkard gehörte er zu den Gründern der Donaueschinger Musiktage.","182","Joseph Haas"
"ansorge_p_259","Haberfeld","Hugo","1875","1946","Österr. Galerist (Galerie Miethke), der bei E. R. Curtius, →Max Dessoir und Georg Simmel studierte, war befreundet mit Adolf Loos und Christian Morgenstern, musste nach dem „Anschluss“ emigrieren und verstarb in London.","429","Hugo Haberfeld"
"ansorge_p_260","Haberl","Benno","1875","1942","Österr. Sänger (Tenor), der von 1909 bis 1932 am Hoftheater Weimar engagiert war.","230","Benno Haberl"
"ansorge_p_261","Haberlandt","Michael","1860","1940","Österr. Völkerkundler und Indologe, der Hugo Wolf unterstützte und den gleichnamigen Verein in Wien gründete.","520","Michael Haberlandt"
"ansorge_p_262","Hafgren","Lill Erik","1881","1959","Schwed. Komponist und Musikpädagoge. 1909–1944 Chorleiter in Neustadt a. d. Weinstraße. Seine Schwester, die Sopranistin Lilly H.-Waag-Dinkela (1884–1965) war eine gefragte Wagner-und Straussinterpretin.","173; 675","Lill Erik Hafgren"
"ansorge_p_263","Hagel","Richard Johann Albert","1872","1941","Dt. Dirigent und Geiger, wurde 1911 Hofkapellmeister in Braunschweig, bewarb sich 1914 erfolglos in Meiningen als Nachfolger Max Regers, debütierte 1919 als Dirigent der Berliner Philharmoniker.","; 229","Richard Johann Albert Hagel"
"ansorge_p_264","Hagemann","Carl","1867","1940","Dt. Industrieller im Vorstand von Bayer (I. G. Farben) und einer der bedeutendsten Kunstsammler und Mäzene zu Beginn des 20. Jahrhunderts. Die Maler der „Brücke“ und viele andere Expressionisten wurden von ihm gefördert. Seine Sammlung von über 1900 Kunstobjekten, die zum großen Teil als „entartete Kunst“ galten, wurde nach seinem Unfalltod vom Städel Museum in Frankfurt durch den Krieg hindurch geheim aufbewahrt und dadurch erhalten.","","Carl Hagemann"
"ansorge_p_265","Hagemann","Christian Karl","1871","1945","Dt. Theaterwissenschaftler, -reformer und Schriftsteller, 1901–1910 und 1915–1920 Intendant des Mannheimer Nationaltheaters, Direktor des Schauspielhauses in Hamburg, gab zahlreiche Studien zum Theater und seinen Protagonisten heraus, lehrte in Berlin und entwickelte seine Bühnenpläne gemeinsam mit Max Reinhardt und Hans Gregor.","416; 433","Christian Karl Hagemann"
"ansorge_p_266","Hahn","Heinrich von","1866","1958",", Offizier, zuletzt Artillerie-Oberst, 1906 Vorsitzender des Darmstädter Wagner-Vereines. Jugendschwarm von Ida Coblenz (→Auerbach-Dehmel). Im Dehmel-Archiv der Staats- und Universitätsbibliothek Hamburg hat sich eine umfangreiche Korrespondenz Hahns mit Ida und Richard Dehmel erhalten.","287","Heinrich von Hahn"
"ansorge_p_267","Halbe","Max","1865","1944","Dt. Schriftsteller, der gemeinsam mit Gerhard Hauptmann zu den wichtigsten Exponenten des Naturalismus zählte. Er übersiedelte 1895 nach München, begründete die Münchner Volksbühne und war befreundet mit Thoma, Wedekind und Corinth, der ihn und seine Frau porträtierte. 1933 unterzeichnete er das „Gelöbnis treuester Gefolgschaft“ für Hitler.","400; 477; 506","Max Halbe"
"ansorge_p_268","Halir","Carl","1859","1909","Tschech. Geiger, Schüler Joseph Joachims, von 1884–1894 in der Weimarer Hofkapelle tätig, anschließend Konzertmeister an der Kgl. Hofoper Berlin, wo er 1897 zum ständigen Mitglied des Joachim-Quartetts wurde.","76","Carl Halir"
"ansorge_p_269","Hallwachs","Karl","1868","1959","Dt. Pianist und Komponist, der neben seiner Frau →Frieda Zimmer-Zerny und Conrad Ansorge im Berliner Salon von →Melchior Lechter spielte. Hallwachs hat Gedichte von Conrad Ferdinand Meyer und von Stefan George vertont.","50; 627","Karl Hallwachs"
"ansorge_p_270","Hanke","Carola","","","Dt.? Cellistin. 1929 machte sie gemeinsam mit →Clemens Schmalstich am Klavier Tonaufnahmen von kurzen Musikstücken in Cello-Arrangements von →Jacques van Lier, →Hugo Becker und →Heinrich Grünfeld.","218; 669","Carola Hanke"
"ansorge_p_271","Hansmann","Viktor","1871","1909","Dt.-kroat. Komponist. Vertonte Lieder (8 Lieder op. 12, 5 Lieder op. 20, Altdeutsche Weisen: 1913 M. E. Fürst zu Fürstenberg, Donaueschingen gewidmet), aber auch zahlreiche heroische Dramen von Carl Wilhelm Marschner, darunter die 1897 an der Berliner Hofoper uraufgeführte Oper „Enoch Arden“.","","Viktor Hansmann"
"ansorge_p_272","Hardt","Ernst","1876","1947","Dt. Schriftsteller und Journalist, Mitarbeiter der blätter für die kunst, 1903 erschien im Leipziger Inselverlag: „Der Kampf ums Rosenrote“. Ein Schauspiel in 4 Akten.","619","Ernst Hardt"
"ansorge_p_273","Harich-Schneider","Eta","1894","1986","Dt. Musikforscherin und Cembalistin, Klavierschülerin Ansorges und Breithaupts, nahm ab 1929 Cembalounterricht bei Günter Ramin und Wanda Landowska. Von 1936 bis zu ihrer Entlassung 1940 war sie Professorin an der Berliner und von 1955–1967 an der Wiener Musikakademie. Wir verdanken ihr wesentliche Forschungen über barocke Cembalomusik und japanische (Volks-)Musik.","683","Eta Harich-Schneider"
"ansorge_p_274","Harloff","Amélie","1864","1900","Norweg. Sängerin (Sopran), seit 1889 Ehefrau von →Rudolf Gmür, mit dem sie häufig gemeinsam auftrat.","101","Amélie Harloff"
"ansorge_p_275","Harmuth","Paul Josef","","","Böhm. Schauspieler, k. k. Professor in Tetschen (heute: D ín), war befreundet mit dem Prager Schriftsteller Paul Leppin (1878–1945), dessen Roman „Daniel Jesus“ er in der Tetschen-Bodenbacher Zeitung, 96 (1906) rezensierte. Er wirkte mit in einem Film von Edmund Edel: „Ehestiftung mit Hindernissen“ (Willy Heß Filmgesellschaft Berlin 1917), ist jedoch nicht identisch mit dem Filmschauspieler Paul Hardtmuth (1889–1962).","428","Paul Josef Harmuth"
"ansorge_p_276","Hart","Heinrich","1855","1906","Dt. Dichter, Bruder von →Julius Hart.","","Heinrich Hart"
"ansorge_p_277","Hart","Julius","1859","1930","Dt. Dichter, der bereits seit den Siebzigerjahren gemeinsam mit →Peter Hille in Münster als erste von vielen weiteren Literaturzeitschriften die Deutsche Dichtung herausgab. Nach der Übersiedlung nach Berlin 1881 stand er auch dort im Zentrum eines literarischen Kreises mit Gerhart Hauptmann, →Johannes Schlaf u. v. a.","245; 430","Julius Hart"
"ansorge_p_278","Harthan","Hans","1855","1936","Dt. Organist und Komponist, Schüler Rheinbergers. 1885–1893 in Estland an der Universität Dorpat/Tartu als Musiklehrer, 1894–1896 Direktor der Singakademie Dresden. Um 1898 emigrierte er nach Chile und 1903 in die USA, wo er, nach vergeblichem Bemühen um eine gutdotierte Chorleiterstelle an der Ostküste, eine Stelle am Baylor College in Texas annahm, (San Antonio Gazette IV/86 (20.07.1907), S. 2.) und schließlich in Kalifornien als Musiklehrer lebte. Seine in Odessa geborene Tochter Else Harthan Arendt (1885–?) war Sängerin (Sopran).","99","Hans Harthan"
"ansorge_p_279","Hartleben","Otto Erich","1864","1905","Dt. Dramatiker, der bald im Zentrum der literarischen Bohème in Berlin stand, wo er u. a. in Anlehnung an das Leipziger Original in dieser Zeit ebenfalls einen antibürgerlichen „Verbrecher[stamm]tisch“ gründete. Hartleben war in jungen Jahren durch Erbschaft finanziell unabhängig geworden, erwarb schließlich eine Villa am Gardasee und gründete dort die „Akademie der Halkyonier“.","30; ; ; 251; 423; 591; 595","Otto Erich Hartleben"
"ansorge_p_280","Ha a","Josef","1875","1939","Böhm. Cellist, zweiter Solocellist des Konzertvereinsorchesters (Wr. Symphoniker), unterrichtete Anton Webern (H. & R. Moldenhauer. Anton von Webern. Zürich: Atlantis 1980, S. 42: „ein junger, sehr netter Musiker“ schrieb er an Ernst Diez am 05.11.1902 über Ha a.) und wirkte in Schönbergs Verein für musikalische Privataufführungen mit.","439","Josef Ha a"
"ansorge_p_281","Hauptmann","Gerhard","1862","1946","Dt. Autor, prominentester Dramatiker des Naturalismus, der mit seinen Dramen „Vor Sonnenaufgang“, „Der Biberpelz“ und „Die Weber“ auf die unhaltbaren Zustände der unteren Gesellschaftsschichten aufmerksam gemacht hatte und dadurch im Zentrum der Kritik stand. Bis an sein Lebensende sollte er eine dominante Figur in der Literaturszene bleiben, 1912 erhielt er den Nobelpreis.","30; 54; 148; 235; 314; 394; 401; 417; 600","Gerhard Hauptmann"
"ansorge_p_282","Hauptmann","Moritz","","1868","Dt. Musiktheoretiker, Geiger und Komponist, Schüler und Freund von Louis Spohr.","70; 131","Moritz Hauptmann"
"ansorge_p_283","Hausegger","Siegmund von","1872","1948","Österr. Dirigent und Komponist, bedeutender Bruckner-Interpret; spielte im Dritten Reich eine zwiespältige Rolle.","9; 160; 165; 168; 172; 213; 215; 311; 370; 389; 408; 613; 634; 671","Siegmund von Hausegger"
"ansorge_p_284","Hausmann","Raoul","1886","1971","Österr.-dt. Künstler, maßgeblich beteiligt am Dadaismus, Sohn von Victor und Irene Gabriela H., geb. Pethke, die beide 1920 Selbstmord verübten. Er lebte ab 1899 in Berlin, war verh. von 1908–1922 mit der Geigerin Elfriede Schaeffer, unterhielt eine langjährige Beziehung zu Hannah Höch und heiratete 1923 die Malerin Hedwig Mankiewitz.","","Raoul Hausmann"
"ansorge_p_285","Hausmann","Robert","1852","1909","Dt. Cellist. Bei der Eröffnung der Berliner Hochschule für Musik 1869 gehörte H. zu den ersten Studenten von J. Joachim. Später war er Mitglied des Hochberg-Quartetts in Dresden, wurde 1879 selbst an die Berliner Hochschule für Musik berufen und war Mitglied des Joachim-Quartetts. Brahms’ Cellosonate op. 99 wurde 1886 für ihn geschrieben, er bestritt gemeinsam mit Joachim die Uraufführung des Brahms’schen Doppelkonzertes.","363","Robert Hausmann"
"ansorge_p_286","Hausmann","Victor","1859","1920","Österr. Maler, Vater von Raoul H., lebte ab 1899 in Berlin und starb gemeinsam mit seiner Frau 1920 durch Selbstmord.","363","Victor Hausmann"
"ansorge_p_287","Havlík","Adolf","","","Tschech.? Pianist, Ansorge-Schüler, Klavierbegleiter der Tänzerin Gret Palucca (1902– 1993), deren 1939 von den Nazis geschlossene Tanzschule in Dresden er gemeinsam mit Eva Glaser bis 1944 weiterführte. 1955 floh H. aus der DDR (Nevada State Journal LXXXV/113 (03.04.1955), S. 31).","683","Adolf Havlík"
"ansorge_p_288","Heckel","Hans","1882","","Dt. Komponist.","215","Hans Heckel"
"ansorge_p_289","Heerkens","Kees","","","Holländ. Pianist, Schüler Ansorges in Berlin, später Lehrer am „Musieklyceum“ in Amsterdam und am „Brabants Conservatorium“ in Tilburg. Er war mit dem Bassbariton Louis van de Sande (1887–1954) befreundet.","683","Kees Heerkens"
"ansorge_p_290","Heermann","Hugo","1844","1935","Dt. Geiger, Schüler Joachims, 1878–1904 Lehrer am Hoch’schen Konservatorium in Frankfurt, danach in Chicago, Berlin und Genf; bildete gemeinsam mit →Hugo Becker, Fritz Bassermann und Adolf Rebner das „Museums-Quartett“, auch „Heermann-Quartett“ oder „Frankfurter Quartett“.","108","Hugo Heermann"
"ansorge_p_291","Hegar","Friedrich","1841","1927","Schweiz. Geiger, Dirigent und Komponist. Sein Bruder Emil (1843–1921) und sein Sohn Johannes (1874–1929) waren Cellisten. 124, 155 Hegyi, Béla Nemes (1858–1922). Ung. Komponist. Veröffentlichte kurz vor der Jahrhundertwende zahlreiche Lieder bei Bote & Bock in Berlin.","548","Friedrich Hegar"
"ansorge_p_292","Heide","Harald","1876","1956","Norweg. Dirigent, war von 1908–1948 künstlerischer Leiter des Bergen Philharmonic Orchestra.","207","Harald Heide"
"ansorge_p_293","Heilmann","Hans P.","1859","1930","Dt. Dichter, Theater-und Kunstkritiker, bekannt mit Richard Dehmel. Er wurde auf Vorschlag von Arno Holz 1905 der Herausgeber einer Sammlung „Chinesische Lyrik“ in Piper’s Sammlung „Die Fruchtschale“, die auch Kafka sehr schätzte. (Vgl. Franz Kafka. Briefe 1902–1924, hg. von Max Brod. Frankfurt/ M.: Fischer 1983, S. 281–283)","91; ; 240; ; 251; 258; 263; 267; 363; 376; 661","Hans P. Heilmann"
"ansorge_p_294","Heim","Emmy","1885","1954","Österr.-kan. Sängerin (Sopran) und Gesangspädagogin, die durch ihren ersten Ehemann, den Dichter Emil Alphons Rheinhardt, in Kontakt mit den führenden Künstlern der Zeit trat (Vgl. die Lithographie Oskar Kokoschkas : http://www.harvardartmuseums.org/art/251079, zuletzt besucht am 10.9.2015) und mit großer Ernsthaftigkeit auch Werke von Schönberg, Berg und Stravinsky im Repertoire führte. Während des II. Weltkrieges pendelte sie zwischen England und Kanada.","437","Emmy Heim"
"ansorge_p_295","Heimann","Moritz","1868","1925","Dt. Schriftsteller, Kritiker und über 30 Jahre Hauptlektor des S. Fischer Verlags.","276; 517; 535","Moritz Heimann"
"ansorge_p_296","Heine","Albert","1867","1949","Dt. Schauspieler und Regisseur, von 1900 an gelegentlich, ab 1910 fest am Wiener Hofburgtheater engagiert, von 1918–1921 war er der Direktor des Theaters.","","Albert Heine"
"ansorge_p_297","Heinecke","Max","1863","1929","Dt. Geiger und Komponist, Violinlehrer des Komponisten Wolfgang Fraenkel (1897–1983) (Vgl. den Artikel von Christian Utz unter http://www.lexm.uni-hamburg.de/object/lexm_ lexmperson_00001444 , zuletzt besucht am 19.08.2015).","149","Max Heinecke"
"ansorge_p_298","Heinrich","Max","1853","1916","Dt.-amerik. Sänger (Bariton), debütierte an der Metropolitan Opera am 08.11.1886 in Goldmarks „Königin von Saba“ (in der Rolle des Baal-Hanan), „Bahnbrecher des deutschen Liedes in N.-Amerika“ (Paul Frank, Wilhelm Altmann. Kurzgefaßtes Tonkünstlerlexikon. Leipzig: Merseburger 131927, S. 152.).","81; 83","Max Heinrich"
"ansorge_p_299","Heinze","Berthold","1870","","Dt. Geiger, schrieb 1912 eine Einführung mit dem Titel: „Konzentrierter Lehrgang der Violin-Technik“.","149","Berthold Heinze"
"ansorge_p_300","Heinze","Georg","1873","","Dt. Komponist und Musikpädagoge.","150","Georg Heinze"
"ansorge_p_301","Heitmüller","Franz Ferdinand","1864","1919","Dt. Schriftsteller und Philologe, der zahlreiche literaturhistorische Veröffentlichungen hinterließ, darunter „Hamburgische Dramatiker zur Zeit Gottscheds und ihre Beziehungen zu ihm. Ein Beitrag zur Geschichte des Theaters und Dramas im 18. Jahrhundert“. Dresden 1891. War u. a. Herausgeber der Werke des früh verstorbenen O. E. Hartleben. 249 Helbig, Nadine, geb. Prinzessin Nadina Sahoskaja (1847–1922). Russ. Pianistin, Schülerin von Franz Liszt. Verh. mit dem dt. Archäologen Wolfgang Helbig und wohnhaft ab 1865 in Rom.","41","Franz Ferdinand Heitmüller"
"ansorge_p_302","Heller","Egon","","","50. Mitglied im Ansorge-Verein und Freund →Wilhelm von Wymetals, der ihn möglicherweise an Arthur Schnitzler verwies. Ein Antwortschreiben Schnitzlers vom 28.12.1912 bezüglich einer Buchsendung von Egon Heller hat sich erhalten. Dass die Vermittlung durch Wymetal geschah, ist nicht auszuschließen. (Siehe dazu: Arthur Schnitzler Briefe 1875–1912, hg. v. Therese Nickl und Heinrich Schnitzler. Frankfurt: S. Fischer 1981, S. 707)","499","Egon Heller"
"ansorge_p_303","Heller","Hugo","1870","1923","Wiener Buch-, Kunst- und Musikalienhändler, passionierter Volksbildner und Förderer der Moderne, in dessen Verlag und Galerie zahlreiche Künstler der Jahrhundertwende erstmals präsentiert wurden.","390; 396; 429; 653","Hugo Heller"
"ansorge_p_304","Heller-Klitschka","Maria","1901","","Dt. Pianistin, Ansorgeschülerin.","684","Maria Heller-Klitschka"
